Date,Close
2017-02-19,10422.732667112114
2017-02-20,10423.687455315547
2017-02-21,10424.642330983615
2017-02-22,10425.59729412433
2017-02-23,10426.552344745707
2017-02-24,10427.507482855759
2017-02-25,10428.462708462499
2017-02-26,10429.418021573943
2017-02-27,10430.373422198109
2017-02-28,10431.32891034301
2017-03-01,10432.284486016668
2017-03-02,10433.240149227096
2017-03-03,10434.195899982318
2017-03-04,10435.151738290351
2017-03-05,10436.107664159215
2017-03-06,10437.063677596932
2017-03-07,10438.019778611524
2017-03-08,10438.975967211012
2017-03-09,10439.932243403422
2017-03-10,10440.888607196775
2017-03-11,10441.8450585991
2017-03-12,10442.801597618418
2017-03-13,10443.758224262758
2017-03-14,10444.714938540146
2017-03-15,10445.67174045861
2017-03-16,10446.62863002618
2017-03-17,10447.585607250883
2017-03-18,10448.54267214075
2017-03-19,10449.49982470381
2017-03-20,10450.457064948096
2017-03-21,10451.41439288164
2017-03-22,10452.371808512475
2017-03-23,10453.329311848634
2017-03-24,10454.286902898153
2017-03-25,10455.244581669065
2017-03-26,10456.202348169407
2017-03-27,10457.160202407214
2017-03-28,10458.118144390526
2017-03-29,10459.07617412738
2017-03-30,10460.034291625814
2017-03-31,10460.992496893869
2017-04-01,10461.950789939583
2017-04-02,10462.909170770998
2017-04-03,10463.867639396156
2017-04-04,10464.8261958231
2017-04-05,10465.784840059872
2017-04-06,10466.743572114518
2017-04-07,10467.702391995079
2017-04-08,10468.661299709604
2017-04-09,10469.620295266137
2017-04-10,10470.579378672726
2017-04-11,10471.538549937419
2017-04-12,10472.497809068262
2017-04-13,10473.457156073306
2017-04-14,10474.4165909606
2017-04-15,10475.376113738195
2017-04-16,10476.335724414144
2017-04-17,10477.295422996498
2017-04-18,10478.255209493307
2017-04-19,10479.215083912628
2017-04-20,10480.175046262513
2017-04-21,10481.13509655102
2017-04-22,10482.0952347862
2017-04-23,10483.055460976115
2017-04-24,10484.015775128817
2017-04-25,10484.976177252367
2017-04-26,10485.936667354823
2017-04-27,10486.897245444245
2017-04-28,10487.857911528692
2017-04-29,10488.818665616227
2017-04-30,10489.77950771491
2017-05-01,10490.740437832803
2017-05-02,10491.701455977969
2017-05-03,10492.662562158474
2017-05-04,10493.62375638238
2017-05-05,10494.585038657753
2017-05-06,10495.54640899266
2017-05-07,10496.507867395168
2017-05-08,10497.469413873343
2017-05-09,10498.431048435255
2017-05-10,10499.392771088973
2017-05-11,10500.354581842565
2017-05-12,10501.316480704101
2017-05-13,10502.278467681655
2017-05-14,10503.240542783298
2017-05-15,10504.202706017102
2017-05-16,10505.164957391142
2017-05-17,10506.12729691349
2017-05-18,10507.089724592222
2017-05-19,10508.052240435414
2017-05-20,10509.014844451141
2017-05-21,10509.977536647482
2017-05-22,10510.940317032515
2017-05-23,10511.903185614317
2017-05-24,10512.86614240097
2017-05-25,10513.82918740055
2017-05-26,10514.792320621142
2017-05-27,10515.755542070825
2017-05-28,10516.718851757681
2017-05-29,10517.682249689795
2017-05-30,10518.64573587525
2017-05-31,10519.609310322132
2017-06-01,10520.572973038523
2017-06-02,10521.536724032512
2017-06-03,10522.500563312185
2017-06-04,10523.46449088563
2017-06-05,10524.428506760933
2017-06-06,10525.392610946185
2017-06-07,10526.356803449475
2017-06-08,10527.321084278894
2017-06-09,10528.285453442533
2017-06-10,10529.249910948483
2017-06-11,10530.214456804839
2017-06-12,10531.179091019692
2017-06-13,10532.143813601138
2017-06-14,10533.108624557271
2017-06-15,10534.073523896188
2017-06-16,10535.038511625984
2017-06-17,10536.003587754756
2017-06-18,10536.968752290602
2017-06-19,10537.934005241623
2017-06-20,10538.899346615915
2017-06-21,10539.86477642158
2017-06-22,10540.830294666719
2017-06-23,10541.795901359434
2017-06-24,10542.761596507826
2017-06-25,10543.727380119997
2017-06-26,10544.693252204053
2017-06-27,10545.6592127681
2017-06-28,10546.62526182024
2017-06-29,10547.59139936858
2017-06-30,10548.557625421228
2017-07-01,10549.523939986291
2017-07-02,10550.490343071877
2017-07-03,10551.456834686094
2017-07-04,10552.423414837054
2017-07-05,10553.390083532866
2017-07-06,10554.356840781642
2017-07-07,10555.323686591493
2017-07-08,10556.290620970532
2017-07-09,10557.257643926874
2017-07-10,10558.224755468631
2017-07-11,10559.19195560392
2017-07-12,10560.159244340855
2017-07-13,10561.126621687554
2017-07-14,10562.094087652133
2017-07-15,10563.06164224271
2017-07-16,10564.029285467406
2017-07-17,10564.997017334339
2017-07-18,10565.964837851629
2017-07-19,10566.932747027395
2017-07-20,10567.900744869761
2017-07-21,10568.86883138685
2017-07-22,10569.837006586784
2017-07-23,10570.805270477686
2017-07-24,10571.773623067682
2017-07-25,10572.742064364897
2017-07-26,10573.710594377457
2017-07-27,10574.67921311349
2017-07-28,10575.647920581121
2017-07-29,10576.616716788481
2017-07-30,10577.585601743698
2017-07-31,10578.554575454902
2017-08-01,10579.523637930224
2017-08-02,10580.492789177795
2017-08-03,10581.462029205748
2017-08-04,10582.431358022213
2017-08-05,10583.400775635328
2017-08-06,10584.370282053223
2017-08-07,10585.339877284036
2017-08-08,10586.3095613359
2017-08-09,10587.279334216955
2017-08-10,10588.249195935337
2017-08-11,10589.219146499183
2017-08-12,10590.189185916632
2017-08-13,10591.159314195824
2017-08-14,10592.129531344899
2017-08-15,10593.099837372
2017-08-16,10594.070232285267
2017-08-17,10595.040716092843
2017-08-18,10596.01128880287
2017-08-19,10596.981950423495
2017-08-20,10597.95270096286
2017-08-21,10598.92354042911
2017-08-22,10599.894468830395
2017-08-23,10600.865486174858
2017-08-24,10601.836592470649
2017-08-25,10602.807787725915
2017-08-26,10603.779071948806
2017-08-27,10604.750445147472
2017-08-28,10605.721907330066
2017-08-29,10606.693458504737
2017-08-30,10607.665098679636
2017-08-31,10608.636827862918
2017-09-01,10609.608646062736
2017-09-02,10610.580553287245
2017-09-03,10611.552549544602
2017-09-04,10612.52463484296
2017-09-05,10613.496809190476
2017-09-06,10614.469072595308
2017-09-07,10615.441425065615
2017-09-08,10616.413866609555
2017-09-09,10617.386397235288
2017-09-10,10618.359016950975
2017-09-11,10619.331725764776
2017-09-12,10620.304523684854
2017-09-13,10621.27741071937
2017-09-14,10622.25038687649
2017-09-15,10623.223452164379
2017-09-16,10624.196606591198
2017-09-17,10625.169850165115
2017-09-18,10626.143182894297
2017-09-19,10627.116604786908
2017-09-20,10628.09011585112
2017-09-21,10629.0637160951
2017-09-22,10630.037405527017
2017-09-23,10631.01118415504
2017-09-24,10631.985051987343
2017-09-25,10632.959009032096
2017-09-26,10633.933055297472
2017-09-27,10634.907190791642
2017-09-28,10635.881415522783
2017-09-29,10636.855729499068
2017-09-30,10637.830132728672
2017-10-01,10638.804625219773
2017-10-02,10639.779206980545
2017-10-03,10640.75387801917
2017-10-04,10641.728638343822
2017-10-05,10642.703487962683
2017-10-06,10643.678426883931
2017-10-07,10644.653455115747
2017-10-08,10645.628572666315
2017-10-09,10646.603779543815
2017-10-10,10647.57907575643
2017-10-11,10648.554461312344
2017-10-12,10649.52993621974
2017-10-13,10650.505500486805
2017-10-14,10651.481154121724
2017-10-15,10652.456897132684
2017-10-16,10653.432729527873
2017-10-17,10654.408651315478
2017-10-18,10655.384662503688
2017-10-19,10656.360763100693
2017-10-20,10657.336953114684
2017-10-21,10658.313232553852
2017-10-22,10659.289601426388
2017-10-23,10660.266059740485
2017-10-24,10661.242607504337
2017-10-25,10662.219244726137
2017-10-26,10663.195971414081
2017-10-27,10664.172787576364
2017-10-28,10665.149693221183
2017-10-29,10666.126688356735
2017-10-30,10667.103772991219
2017-10-31,10668.080947132832
2017-11-01,10669.058210789774
2017-11-02,10670.035563970245
2017-11-03,10671.013006682446
2017-11-04,10671.990538934579
2017-11-05,10672.968160734845
2017-11-06,10673.945872091448
2017-11-07,10674.923673012594
2017-11-08,10675.901563506484
2017-11-09,10676.879543581326
2017-11-10,10677.857613245325
2017-11-11,10678.835772506689
2017-11-12,10679.814021373626
2017-11-13,10680.792359854342
2017-11-14,10681.770787957048
2017-11-15,10682.749305689955
2017-11-16,10683.727913061271
2017-11-17,10684.70661007921
2017-11-18,10685.685396751984
2017-11-19,10686.664273087803
2017-11-20,10687.643239094883
2017-11-21,10688.622294781439
2017-11-22,10689.601440155684
2017-11-23,10690.580675225836
2017-11-24,10691.56000000011
2017-11-25,10692.539414486726
2017-11-26,10693.5189186939
2017-11-27,10694.498512629852
2017-11-28,10695.478196302802
2017-11-29,10696.457969720968
2017-11-30,10697.437832892574
2017-12-01,10698.41778582584
2017-12-02,10699.397828528992
2017-12-03,10700.37796101025
2017-12-04,10701.35818327784
2017-12-05,10702.338495339987
2017-12-06,10703.318897204916
2017-12-07,10704.299388880854
2017-12-08,10705.279970376028
2017-12-09,10706.260641698665
2017-12-10,10707.241402856997
2017-12-11,10708.222253859249
2017-12-12,10709.203194713655
2017-12-13,10710.184225428444
2017-12-14,10711.165346011849
2017-12-15,10712.146556472102
2017-12-16,10713.127856817437
2017-12-17,10714.109247056085
2017-12-18,10715.090727196284
2017-12-19,10716.07229724627
2017-12-20,10717.053957214277
2017-12-21,10718.035707108544
2017-12-22,10719.017546937306
2017-12-23,10719.999476708805
2017-12-24,10720.981496431277
2017-12-25,10721.963606112964
2017-12-26,10722.945805762107
2017-12-27,10723.928095386947
2017-12-28,10724.910474995728
2017-12-29,10725.89294459669
2017-12-30,10726.875504198078
2017-12-31,10727.858153808138
2018-01-01,10728.840893435114
2018-01-02,10729.823723087253
2018-01-03,10730.8066427728
2018-01-04,10731.789652500007
2018-01-05,10732.772752277118
2018-01-06,10733.755942112384
2018-01-07,10734.739222014054
2018-01-08,10735.72259199038
2018-01-09,10736.70605204961
2018-01-10,10737.689602200002
2018-01-11,10738.673242449804
2018-01-12,10739.656972807272
2018-01-13,10740.64079328066
2018-01-14,10741.624703878222
2018-01-15,10742.608704608216
2018-01-16,10743.592795478897
2018-01-17,10744.576976498523
2018-01-18,10745.561247675352
2018-01-19,10746.545609017643
2018-01-20,10747.530060533656
2018-01-21,10748.514602231651
2018-01-22,10749.49923411989
2018-01-23,10750.483956206635
2018-01-24,10751.468768500148
2018-01-25,10752.453671008694
2018-01-26,10753.438663740535
2018-01-27,10754.423746703938
2018-01-28,10755.408919907168
2018-01-29,10756.39418335849
2018-01-30,10757.379537066176
2018-01-31,10758.364981038489
2018-02-01,10759.350515283699
2018-02-02,10760.336139810077
2018-02-03,10761.321854625892
2018-02-04,10762.307659739417
2018-02-05,10763.293555158922
2018-02-06,10764.27954089268
2018-02-07,10765.265616948964
2018-02-08,10766.251783336049
2018-02-09,10767.23804006221
2018-02-10,10768.224387135722
2018-02-11,10769.210824564861
2018-02-12,10770.197352357905
2018-02-13,10771.183970523132
2018-02-14,10772.17067906882
2018-02-15,10773.157478003248
2018-02-16,10774.144367334697
2018-02-17,10775.131347071447
2018-02-18,10776.118417221782
2018-02-19,10777.105577793982
2018-02-20,10778.09282879633
2018-02-21,10779.080170237114
2018-02-22,10780.067602124614
2018-02-23,10781.055124467119
2018-02-24,10782.042737272912
2018-02-25,10783.030440550281
2018-02-26,10784.018234307516
2018-02-27,10785.006118552903
2018-02-28,10785.994093294732
2018-03-01,10786.982158541294
2018-03-02,10787.970314300877
2018-03-03,10788.958560581776
2018-03-04,10789.946897392281
2018-03-05,10790.935324740687
2018-03-06,10791.923842635286
2018-03-07,10792.912451084374
2018-03-08,10793.901150096246
2018-03-09,10794.889939679197
2018-03-10,10795.878819841524
2018-03-11,10796.867790591527
2018-03-12,10797.856851937502
2018-03-13,10798.84600388775
2018-03-14,10799.835246450568
2018-03-15,10800.82457963426
2018-03-16,10801.814003447125
2018-03-17,10802.803517897468
2018-03-18,10803.79312299359
2018-03-19,10804.782818743794
2018-03-20,10805.772605156386
2018-03-21,10806.76248223967
2018-03-22,10807.752450001954
2018-03-23,10808.742508451542
2018-03-24,10809.732657596744
2018-03-25,10810.722897445867
2018-03-26,10811.71322800722
2018-03-27,10812.703649289113
2018-03-28,10813.694161299858
2018-03-29,10814.684764047764
2018-03-30,10815.675457541145
2018-03-31,10816.666241788313
2018-04-01,10817.657116797582
2018-04-02,10818.648082577265
2018-04-03,10819.63913913568
2018-04-04,10820.630286481139
2018-04-05,10821.621524621962
2018-04-06,10822.612853566465
2018-04-07,10823.604273322966
2018-04-08,10824.595783899784
2018-04-09,10825.58738530524
2018-04-10,10826.579077547653
2018-04-11,10827.570860635344
2018-04-12,10828.562734576635
2018-04-13,10829.55469937985
2018-04-14,10830.546755053314
2018-04-15,10831.538901605349
2018-04-16,10832.531139044278
2018-04-17,10833.52346737843
2018-04-18,10834.515886616133
2018-04-19,10835.50839676571
2018-04-20,10836.500997835492
2018-04-21,10837.493689833807
2018-04-22,10838.486472768986
2018-04-23,10839.479346649356
2018-04-24,10840.47231148325
2018-04-25,10841.465367279001
2018-04-26,10842.458514044942
2018-04-27,10843.451751789404
2018-04-28,10844.445080520723
2018-04-29,10845.438500247234
2018-04-30,10846.43201097727
2018-05-01,10847.425612719171
2018-05-02,10848.419305481273
2018-05-03,10849.413089271915
2018-05-04,10850.406964099435
2018-05-05,10851.400929972171
2018-05-06,10852.394986898466
2018-05-07,10853.389134886658
2018-05-08,10854.383373945091
2018-05-09,10855.377704082108
2018-05-10,10856.37212530605
2018-05-11,10857.366637625264
2018-05-12,10858.361241048093
2018-05-13,10859.355935582884
2018-05-14,10860.350721237983
2018-05-15,10861.345598021737
2018-05-16,10862.340565942493
2018-05-17,10863.335625008602
2018-05-18,10864.33077522841
2018-05-19,10865.326016610272
2018-05-20,10866.321349162534
2018-05-21,10867.316772893551
2018-05-22,10868.312287811676
2018-05-23,10869.30789392526
2018-05-24,10870.303591242657
2018-05-25,10871.299379772223
2018-05-26,10872.295259522314
2018-05-27,10873.291230501287
2018-05-28,10874.287292717498
2018-05-29,10875.283446179305
2018-05-30,10876.279690895066
2018-05-31,10877.27602687314
2018-06-01,10878.272454121889
2018-06-02,10879.268972649674
2018-06-03,10880.265582464855
2018-06-04,10881.262283575796
2018-06-05,10882.25907599086
2018-06-06,10883.25595971841
2018-06-07,10884.252934766811
2018-06-08,10885.25000114443
2018-06-09,10886.247158859633
2018-06-10,10887.244407920785
2018-06-11,10888.241748336257
2018-06-12,10889.239180114417
2018-06-13,10890.236703263632
