Date,Close
2015-11-25,10000.0
2015-11-26,10000.916063218665
2015-11-27,10001.832210354512
2015-11-28,10002.74844141523
2015-11-29,10003.664756408503
2015-11-30,10004.581155342024
2015-12-01,10005.49763822348
2015-12-02,10006.414205060562
2015-12-03,10007.33085586096
2015-12-04,10008.247590632367
2015-12-05,10009.164409382474
2015-12-06,10010.081312118975
2015-12-07,10010.998298849563
2015-12-08,10011.915369581933
2015-12-09,10012.83252432378
2015-12-10,10013.749763082798
2015-12-11,10014.667085866686
2015-12-12,10015.58449268314
2015-12-13,10016.501983539858
2015-12-14,10017.419558444539
2015-12-15,10018.337217404882
2015-12-16,10019.254960428587
2015-12-17,10020.172787523356
2015-12-18,10021.090698696888
2015-12-19,10022.008693956886
2015-12-20,10022.926773311054
2015-12-21,10023.844936767095
2015-12-22,10024.763184332713
2015-12-23,10025.681516015613
2015-12-24,10026.5999318235
2015-12-25,10027.518431764083
2015-12-26,10028.437015845066
2015-12-27,10029.355684074158
2015-12-28,10030.274436459067
2015-12-29,10031.193273007504
2015-12-30,10032.112193727176
2015-12-31,10033.031198625797
2016-01-01,10033.950287711075
2016-01-02,10034.869460990725
2016-01-03,10035.788718472457
2016-01-04,10036.708060163986
2016-01-05,10037.627486073026
2016-01-06,10038.546996207293
2016-01-07,10039.4665905745
2016-01-08,10040.386269182365
2016-01-09,10041.306032038605
2016-01-10,10042.225879150936
2016-01-11,10043.145810527078
2016-01-12,10044.06582617475
2016-01-13,10044.985926101672
2016-01-14,10045.906110315564
2016-01-15,10046.826378824146
2016-01-16,10047.746731635141
2016-01-17,10048.667168756274
2016-01-18,10049.587690195265
2016-01-19,10050.508295959839
2016-01-20,10051.428986057721
2016-01-21,10052.349760496636
2016-01-22,10053.27061928431
2016-01-23,10054.191562428472
2016-01-24,10055.112589936847
2016-01-25,10056.033701817165
2016-01-26,10056.954898077154
2016-01-27,10057.876178724546
2016-01-28,10058.797543767068
2016-01-29,10059.718993212453
2016-01-30,10060.640527068432
2016-01-31,10061.562145342737
2016-02-01,10062.483848043104
2016-02-02,10063.405635177265
2016-02-03,10064.327506752956
2016-02-04,10065.24946277791
2016-02-05,10066.171503259866
2016-02-06,10067.093628206558
2016-02-07,10068.015837625724
2016-02-08,10068.938131525103
2016-02-09,10069.860509912434
2016-02-10,10070.782972795456
2016-02-11,10071.70552018191
2016-02-12,10072.628152079536
2016-02-13,10073.550868496079
2016-02-14,10074.473669439278
2016-02-15,10075.396554916877
2016-02-16,10076.31952493662
2016-02-17,10077.242579506252
2016-02-18,10078.165718633518
2016-02-19,10079.088942326163
2016-02-20,10080.012250591935
2016-02-21,10080.935643438583
2016-02-22,10081.85912087385
2016-02-23,10082.78268290549
2016-02-24,10083.706329541252
2016-02-25,10084.630060788884
2016-02-26,10085.553876656139
2016-02-27,10086.477777150765
2016-02-28,10087.401762280519
2016-02-29,10088.325832053151
2016-03-01,10089.249986476418
2016-03-02,10090.17422555807
2016-03-03,10091.098549305867
2016-03-04,10092.022957727562
2016-03-05,10092.947450830912
2016-03-06,10093.872028623675
2016-03-07,10094.796691113608
2016-03-08,10095.721438308472
2016-03-09,10096.646270216024
2016-03-10,10097.571186844027
2016-03-11,10098.496188200239
2016-03-12,10099.421274292423
2016-03-13,10100.346445128342
2016-03-14,10101.271700715757
2016-03-15,10102.197041062434
2016-03-16,10103.122466176137
2016-03-17,10104.04797606463
2016-03-18,10104.973570735681
2016-03-19,10105.899250197055
2016-03-20,10106.825014456519
2016-03-21,10107.750863521842
2016-03-22,10108.676797400793
2016-03-23,10109.60281610114
2016-03-24,10110.528919630655
2016-03-25,10111.455107997108
2016-03-26,10112.38138120827
2016-03-27,10113.307739271913
2016-03-28,10114.234182195813
2016-03-29,10115.16070998774
2016-03-30,10116.08732265547
2016-03-31,10117.01402020678
2016-04-01,10117.940802649444
2016-04-02,10118.867669991238
2016-04-03,10119.79462223994
2016-04-04,10120.721659403329
2016-04-05,10121.648781489183
2016-04-06,10122.57598850528
2016-04-07,10123.503280459401
2016-04-08,10124.430657359328
2016-04-09,10125.35811921284
2016-04-10,10126.285666027723
2016-04-11,10127.213297811757
2016-04-12,10128.141014572728
2016-04-13,10129.068816318419
2016-04-14,10129.996703056615
2016-04-15,10130.924674795102
2016-04-16,10131.852731541667
2016-04-17,10132.780873304097
2016-04-18,10133.70910009018
2016-04-19,10134.637411907705
2016-04-20,10135.56580876446
2016-04-21,10136.494290668237
2016-04-22,10137.422857626827
2016-04-23,10138.35150964802
2016-04-24,10139.28024673961
2016-04-25,10140.20906890939
2016-04-26,10141.13797616515
2016-04-27,10142.066968514688
2016-04-28,10142.996045965798
2016-04-29,10143.925208526276
2016-04-30,10144.854456203919
2016-05-01,10145.783789006524
2016-05-02,10146.713206941888
2016-05-03,10147.64271001781
2016-05-04,10148.57229824209
2016-05-05,10149.501971622529
2016-05-06,10150.431730166927
2016-05-07,10151.361573883085
2016-05-08,10152.291502778806
2016-05-09,10153.221516861893
2016-05-10,10154.151616140149
2016-05-11,10155.08180062138
2016-05-12,10156.012070313389
2016-05-13,10156.942425223982
2016-05-14,10157.872865360967
2016-05-15,10158.803390732151
2016-05-16,10159.734001345341
2016-05-17,10160.664697208347
2016-05-18,10161.595478328978
2016-05-19,10162.526344715043
2016-05-20,10163.457296374354
2016-05-21,10164.388333314722
2016-05-22,10165.31945554396
2016-05-23,10166.25066306988
2016-05-24,10167.181955900298
2016-05-25,10168.113334043026
2016-05-26,10169.04479750588
2016-05-27,10169.976346296675
2016-05-28,10170.90798042323
2016-05-29,10171.839699893359
2016-05-30,10172.771504714881
2016-05-31,10173.703394895618
2016-06-01,10174.635370443386
2016-06-02,10175.567431366006
2016-06-03,10176.499577671299
2016-06-04,10177.431809367086
2016-06-05,10178.36412646119
2016-06-06,10179.296528961435
2016-06-07,10180.229016875643
2016-06-08,10181.161590211637
2016-06-09,10182.094248977246
2016-06-10,10183.026993180294
2016-06-11,10183.959822828607
2016-06-12,10184.892737930013
2016-06-13,10185.82573849234
2016-06-14,10186.758824523416
2016-06-15,10187.691996031073
2016-06-16,10188.62525302314
2016-06-17,10189.558595507446
2016-06-18,10190.492023491825
2016-06-19,10191.425536984107
2016-06-20,10192.359135992127
2016-06-21,10193.292820523719
2016-06-22,10194.226590586715
2016-06-23,10195.160446188953
2016-06-24,10196.094387338268
2016-06-25,10197.028414042496
2016-06-26,10197.962526309475
2016-06-27,10198.896724147044
2016-06-28,10199.83100756304
2016-06-29,10200.765376565303
2016-06-30,10201.699831161674
2016-07-01,10202.634371359993
2016-07-02,10203.568997168102
2016-07-03,10204.503708593844
2016-07-04,10205.438505645061
2016-07-05,10206.373388329599
2016-07-06,10207.308356655301
2016-07-07,10208.243410630012
2016-07-08,10209.178550261578
2016-07-09,10210.113775557847
2016-07-10,10211.049086526666
2016-07-11,10211.984483175882
2016-07-12,10212.919965513343
2016-07-13,10213.855533546901
2016-07-14,10214.791187284405
2016-07-15,10215.726926733707
2016-07-16,10216.662751902659
2016-07-17,10217.598662799111
2016-07-18,10218.53465943092
2016-07-19,10219.470741805935
2016-07-20,10220.406909932015
2016-07-21,10221.343163817013
2016-07-22,10222.279503468786
2016-07-23,10223.215928895192
2016-07-24,10224.152440104086
2016-07-25,10225.089037103327
2016-07-26,10226.025719900774
2016-07-27,10226.962488504287
2016-07-28,10227.899342921726
2016-07-29,10228.836283160952
2016-07-30,10229.773309229828
2016-07-31,10230.710421136215
2016-08-01,10231.647618887977
2016-08-02,10232.584902492978
2016-08-03,10233.522271959082
2016-08-04,10234.459727294156
2016-08-05,10235.397268506063
2016-08-06,10236.334895602675
2016-08-07,10237.272608591855
2016-08-08,10238.210407481472
2016-08-09,10239.148292279398
2016-08-10,10240.0862629935
2016-08-11,10241.02431963165
2016-08-12,10241.962462201716
2016-08-13,10242.900690711574
2016-08-14,10243.839005169095
2016-08-15,10244.777405582152
2016-08-16,10245.715891958618
2016-08-17,10246.65446430637
2016-08-18,10247.593122633283
2016-08-19,10248.531866947233
2016-08-20,10249.470697256096
2016-08-21,10250.40961356775
2016-08-22,10251.348615890074
2016-08-23,10252.287704230948
2016-08-24,10253.22687859825
2016-08-25,10254.166138999863
2016-08-26,10255.105485443664
2016-08-27,10256.04491793754
2016-08-28,10256.984436489369
2016-08-29,10257.924041107039
2016-08-30,10258.86373179843
2016-08-31,10259.803508571431
2016-09-01,10260.743371433924
2016-09-02,10261.683320393799
2016-09-03,10262.62335545894
2016-09-04,10263.563476637235
2016-09-05,10264.503683936573
2016-09-06,10265.443977364845
2016-09-07,10266.384356929939
2016-09-08,10267.324822639746
2016-09-09,10268.265374502158
2016-09-10,10269.206012525066
2016-09-11,10270.146736716364
2016-09-12,10271.087547083944
2016-09-13,10272.028443635701
2016-09-14,10272.969426379532
2016-09-15,10273.91049532333
2016-09-16,10274.851650474993
2016-09-17,10275.792891842419
2016-09-18,10276.734219433503
2016-09-19,10277.675633256145
2016-09-20,10278.617133318245
2016-09-21,10279.558719627703
2016-09-22,10280.50039219242
2016-09-23,10281.442151020296
2016-09-24,10282.383996119233
2016-09-25,10283.325927497137
2016-09-26,10284.26794516191
2016-09-27,10285.210049121457
2016-09-28,10286.152239383682
2016-09-29,10287.09451595649
2016-09-30,10288.036878847792
2016-10-01,10288.97932806549
2016-10-02,10289.921863617496
2016-10-03,10290.864485511716
2016-10-04,10291.807193756062
2016-10-05,10292.74998835844
2016-10-06,10293.692869326766
2016-10-07,10294.63583666895
2016-10-08,10295.578890392902
2016-10-09,10296.522030506538
2016-10-10,10297.46525701777
2016-10-11,10298.408569934514
2016-10-12,10299.351969264684
2016-10-13,10300.295455016198
2016-10-14,10301.23902719697
2016-10-15,10302.18268581492
2016-10-16,10303.126430877965
2016-10-17,10304.070262394023
2016-10-18,10305.014180371016
2016-10-19,10305.958184816862
2016-10-20,10306.902275739483
2016-10-21,10307.846453146802
2016-10-22,10308.790717046739
2016-10-23,10309.73506744722
2016-10-24,10310.679504356167
2016-10-25,10311.624027781505
2016-10-26,10312.568637731161
2016-10-27,10313.51333421306
2016-10-28,10314.458117235128
2016-10-29,10315.402986805295
2016-10-30,10316.347942931487
2016-10-31,10317.292985621634
2016-11-01,10318.238114883667
2016-11-02,10319.183330725515
2016-11-03,10320.12863315511
2016-11-04,10321.074022180383
2016-11-05,10322.019497809268
2016-11-06,10322.965060049697
2016-11-07,10323.910708909605
2016-11-08,10324.856444396926
2016-11-09,10325.802266519597
2016-11-10,10326.748175285555
2016-11-11,10327.694170702734
2016-11-12,10328.640252779076
2016-11-13,10329.586421522516
2016-11-14,10330.532676940995
2016-11-15,10331.479019042452
2016-11-16,10332.425447834828
2016-11-17,10333.371963326064
2016-11-18,10334.318565524103
2016-11-19,10335.265254436888
2016-11-20,10336.212030072362
2016-11-21,10337.158892438469
2016-11-22,10338.105841543154
2016-11-23,10339.052877394366
2016-11-24,10340.000000000047
2016-11-25,10340.947209368147
2016-11-26,10341.894505506614
2016-11-27,10342.841888423396
2016-11-28,10343.789358126442
2016-11-29,10344.736914623702
2016-11-30,10345.684557923127
2016-12-01,10346.63228803267
2016-12-02,10347.580104960281
2016-12-03,10348.528008713916
2016-12-04,10349.475999301527
2016-12-05,10350.42407673107
2016-12-06,10351.372241010498
2016-12-07,10352.320492147768
2016-12-08,10353.268830150837
2016-12-09,10354.217255027663
2016-12-10,10355.165766786204
2016-12-11,10356.114365434418
2016-12-12,10357.063050980265
2016-12-13,10358.011823431705
2016-12-14,10358.9606827967
2016-12-15,10359.909629083211
2016-12-16,10360.8586622992
2016-12-17,10361.807782452634
2016-12-18,10362.756989551472
2016-12-19,10363.706283603682
2016-12-20,10364.655664617228
2016-12-21,10365.605132600078
2016-12-22,10366.554687560196
2016-12-23,10367.504329505551
2016-12-24,10368.454058444113
2016-12-25,10369.40387438385
2016-12-26,10370.353777332732
2016-12-27,10371.303767298728
2016-12-28,10372.253844289811
2016-12-29,10373.204008313953
2016-12-30,10374.154259379126
2016-12-31,10375.104597493304
2017-01-01,10376.055022664461
2017-01-02,10377.005534900572
2017-01-03,10377.956134209613
2017-01-04,10378.90682059956
2017-01-05,10379.857594078392
2017-01-06,10380.808454654085
2017-01-07,10381.759402334617
2017-01-08,10382.71043712797
2017-01-09,10383.66155904212
2017-01-10,10384.612768085051
2017-01-11,10385.564064264745
2017-01-12,10386.515447589181
2017-01-13,10387.466918066346
2017-01-14,10388.41847570422
2017-01-15,10389.37012051079
2017-01-16,10390.32185249404
2017-01-17,10391.273671661957
2017-01-18,10392.225578022526
2017-01-19,10393.177571583736
2017-01-20,10394.129652353575
2017-01-21,10395.08182034003
2017-01-22,10396.034075551093
2017-01-23,10396.986417994754
2017-01-24,10397.938847679003
2017-01-25,10398.891364611833
2017-01-26,10399.843968801235
2017-01-27,10400.796660255202
2017-01-28,10401.749438981731
2017-01-29,10402.702304988814
2017-01-30,10403.655258284447
2017-01-31,10404.608298876627
2017-02-01,10405.561426773349
2017-02-02,10406.514641982612
2017-02-03,10407.467944512415
2017-02-04,10408.421334370756
2017-02-05,10409.374811565634
2017-02-06,10410.328376105052
2017-02-07,10411.28202799701
2017-02-08,10412.235767249509
2017-02-09,10413.189593870555
2017-02-10,10414.143507868148
2017-02-11,10415.097509250294
2017-02-12,10416.051598024998
2017-02-13,10417.005774200266
2017-02-14,10417.960037784103
2017-02-15,10418.914388784518
2017-02-16,10419.868827209517
2017-02-17,10420.82335306711
2017-02-18,10421.777966365305
