Open,High,Low,Close,Adj Close,Volume,Ticker,Date
209.5,209.74000549316406,209.00999450683594,209.32000732421875,176.87835693359375,51980100,SPY,2015-11-25
209.42999267578125,209.8000030517578,208.86000061035156,209.55999755859375,177.08108520507812,37317800,SPY,2015-11-27
209.75,209.88999938964844,208.55999755859375,208.69000244140625,176.34593200683594,112822700,SPY,2015-11-30
209.44000244140625,210.82000732421875,209.11000061035156,210.67999267578125,178.0274658203125,97858400,SPY,2015-12-01
210.6199951171875,211.0,208.22999572753906,208.52999877929688,176.2107391357422,108441300,SPY,2015-12-02
208.8300018310547,209.14999389648438,204.75,205.61000061035156,173.74327087402344,166224200,SPY,2015-12-03
205.61000061035156,209.97000122070312,205.61000061035156,209.6199951171875,177.1317901611328,192913900,SPY,2015-12-04
209.22999572753906,209.72999572753906,207.1999969482422,208.35000610351562,176.05857849121094,102027100,SPY,2015-12-07
206.49000549316406,208.2899932861328,205.77999877929688,206.9499969482422,174.8756103515625,103372400,SPY,2015-12-08
206.19000244140625,208.67999267578125,204.17999267578125,205.33999633789062,173.51510620117188,162401500,SPY,2015-12-09
205.4199981689453,207.42999267578125,205.13999938964844,205.8699951171875,173.9629669189453,116128900,SPY,2015-12-10
203.35000610351562,204.13999938964844,201.50999450683594,201.8800048828125,170.59133911132812,211173300,SPY,2015-12-11
202.07000732421875,203.0500030517578,199.9499969482422,202.89999389648438,171.45327758789062,182385200,SPY,2015-12-14
204.6999969482422,206.11000061035156,202.8699951171875,205.02999877929688,173.2532196044922,154069600,SPY,2015-12-15
206.3699951171875,208.38999938964844,204.8000030517578,208.02999877929688,175.78823852539062,197017000,SPY,2015-12-16
208.39999389648438,208.47999572753906,204.83999633789062,204.86000061035156,173.10952758789062,173092500,SPY,2015-12-17
202.77000427246094,202.92999267578125,199.8300018310547,200.02000427246094,170.0255889892578,251393500,SPY,2015-12-18
201.41000366210938,201.8800048828125,200.08999633789062,201.6699981689453,171.42811584472656,99094300,SPY,2015-12-21
202.72000122070312,203.85000610351562,201.5500030517578,203.5,172.98373413085938,111026200,SPY,2015-12-22
204.69000244140625,206.07000732421875,204.5800018310547,206.02000427246094,175.12586975097656,110987200,SPY,2015-12-23
205.72000122070312,206.3300018310547,205.4199981689453,205.67999267578125,174.83680725097656,48539600,SPY,2015-12-24
204.86000061035156,205.25999450683594,203.94000244140625,205.2100067138672,174.4373016357422,65899900,SPY,2015-12-28
206.50999450683594,207.7899932861328,206.47000122070312,207.39999389648438,176.2988739013672,92640700,SPY,2015-12-29
207.11000061035156,207.2100067138672,205.75999450683594,205.92999267578125,175.04934692382812,63317700,SPY,2015-12-30
205.1300048828125,205.88999938964844,203.8699951171875,203.8699951171875,173.2982635498047,114877900,SPY,2015-12-31
200.49000549316406,201.02999877929688,198.58999633789062,201.02000427246094,170.87559509277344,222353500,SPY,2016-01-04
201.39999389648438,201.89999389648438,200.0500030517578,201.36000061035156,171.16461181640625,110845800,SPY,2016-01-05
198.33999633789062,200.05999755859375,197.60000610351562,198.82000732421875,169.0055389404297,152112600,SPY,2016-01-06
195.3300018310547,197.44000244140625,193.58999633789062,194.0500030517578,164.95083618164062,213436100,SPY,2016-01-07
195.19000244140625,195.85000610351562,191.5800018310547,191.9199981689453,163.14019775390625,209817200,SPY,2016-01-08
193.00999450683594,193.41000366210938,189.82000732421875,192.11000061035156,163.30172729492188,187941300,SPY,2016-01-11
193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210938,164.61927795410156,172330500,SPY,2016-01-12
194.4499969482422,194.86000061035156,188.3800048828125,188.8300018310547,160.5135955810547,221168900,SPY,2016-01-13
189.5500030517578,193.25999450683594,187.66000366210938,191.92999267578125,163.1487274169922,240795600,SPY,2016-01-14
186.77000427246094,188.75999450683594,185.52000427246094,187.80999755859375,159.646484375,324846400,SPY,2016-01-15
189.9600067138672,190.11000061035156,186.1999969482422,188.05999755859375,159.8590850830078,195244400,SPY,2016-01-19
185.02999877929688,187.5,181.02000427246094,185.64999389648438,157.8104705810547,286547800,SPY,2016-01-20
186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,158.6945343017578,195772900,SPY,2016-01-21
189.77999877929688,190.75999450683594,188.8800048828125,190.52000427246094,161.9501190185547,168319600,SPY,2016-01-22
189.9199981689453,190.14999389648438,187.41000366210938,187.63999938964844,159.50204467773438,130371700,SPY,2016-01-25
188.4199981689453,190.52999877929688,188.02000427246094,190.1999969482422,161.6781463623047,141036800,SPY,2016-01-26
189.5800018310547,191.55999755859375,187.05999755859375,188.1300048828125,159.9185333251953,185681700,SPY,2016-01-27
189.9600067138672,190.1999969482422,187.16000366210938,189.11000061035156,160.7515869140625,143798800,SPY,2016-01-28
190.02000427246094,193.8800048828125,189.8800048828125,193.72000122070312,164.67027282714844,210529300,SPY,2016-01-29
